index,artist,genre,style
11458,salvador-dali,nude_painting,Expressionism
11459,raphael-kirchner,nude_painting,Art_Nouveau
11460,pyotr-konchalovsky,landscape,Post_Impressionism
11461,camille-pissarro,genre_painting,Impressionism
11462,pyotr-konchalovsky,landscape,Realism
11463,pierre-auguste-renoir,landscape,Impressionism
11464,pyotr-konchalovsky,landscape,Post_Impressionism
11465,vincent-van-gogh,Unknown Genre,Realism
11466,vincent-van-gogh,landscape,Realism
11467,raphael-kirchner,Unknown Genre,Art_Nouveau
11468,pierre-auguste-renoir,portrait,Realism
11469,gustave-dore,illustration,Romanticism
11470,camille-pissarro,genre_painting,Impressionism
11471,nicholas-roerich,landscape,Symbolism
11472,vincent-van-gogh,sketch_and_study,Realism
11473,pyotr-konchalovsky,Unknown Genre,Post_Impressionism
11474,gustave-dore,illustration,Romanticism
11475,john-singer-sargent,portrait,Realism
11476,pyotr-konchalovsky,nude_painting,Post_Impressionism
11477,ivan-aivazovsky,cityscape,Romanticism
11478,claude-monet,cityscape,Impressionism
11479,pablo-picasso,genre_painting,Expressionism
11480,pierre-auguste-renoir,portrait,Impressionism
11481,pablo-picasso,nude_painting,Expressionism
11482,ilya-repin,genre_painting,Realism
11483,ivan-shishkin,landscape,Realism
11484,edgar-degas,portrait,Impressionism
11485,vincent-van-gogh,sketch_and_study,Realism
11486,camille-pissarro,cityscape,Impressionism
11487,marc-chagall,illustration,Naive_Art_Primitivism
11488,ilya-repin,still_life,Realism
11489,raphael-kirchner,Unknown Genre,Art_Nouveau
11490,martiros-saryan,Unknown Genre,Realism
11491,camille-pissarro,cityscape,Impressionism
11492,pablo-picasso,genre_painting,Analytical_Cubism
11493,martiros-saryan,Unknown Genre,Post_Impressionism
11494,camille-pissarro,landscape,Impressionism
11495,vincent-van-gogh,genre_painting,Post_Impressionism
11496,edgar-degas,genre_painting,Impressionism
11497,john-singer-sargent,Unknown Genre,Impressionism
11498,ivan-shishkin,sketch_and_study,Realism
11499,vincent-van-gogh,sketch_and_study,Post_Impressionism
11500,vincent-van-gogh,landscape,Realism
11501,paul-cezanne,portrait,Romanticism
11502,childe-hassam,genre_painting,Impressionism
11503,rembrandt,Unknown Genre,Baroque
11504,pyotr-konchalovsky,cityscape,Post_Impressionism
11505,gustave-dore,genre_painting,Romanticism
11506,ivan-shishkin,landscape,Realism
11507,claude-monet,landscape,Impressionism
11508,eugene-boudin,genre_painting,Impressionism
11509,claude-monet,landscape,Impressionism
11510,pyotr-konchalovsky,still_life,Post_Impressionism
11511,salvador-dali,portrait,Realism
11512,ivan-aivazovsky,genre_painting,Romanticism
11513,childe-hassam,landscape,Impressionism
11514,marc-chagall,Unknown Genre,Naive_Art_Primitivism
11515,paul-cezanne,Unknown Genre,Impressionism
11516,rembrandt,Unknown Genre,Baroque
11517,marc-chagall,Unknown Genre,Naive_Art_Primitivism
11518,marc-chagall,still_life,Naive_Art_Primitivism
11519,raphael-kirchner,Unknown Genre,Art_Nouveau
11520,childe-hassam,Unknown Genre,Impressionism
11521,marc-chagall,cityscape,Cubism
11522,rembrandt,landscape,Baroque
11523,childe-hassam,Unknown Genre,Impressionism
11524,vincent-van-gogh,sketch_and_study,Post_Impressionism
11525,pablo-picasso,genre_painting,Analytical_Cubism
11526,vincent-van-gogh,landscape,Realism
11527,childe-hassam,cityscape,Impressionism
11528,john-singer-sargent,portrait,Realism
11529,john-singer-sargent,landscape,Realism
11530,vincent-van-gogh,cityscape,Post_Impressionism
11531,pablo-picasso,nude_painting,Cubism
11532,ivan-aivazovsky,Unknown Genre,Romanticism
11533,pablo-picasso,nude_painting,Expressionism
11534,claude-monet,landscape,Impressionism
11535,edgar-degas,landscape,Impressionism
11536,salvador-dali,Unknown Genre,Cubism
11537,john-singer-sargent,portrait,Realism
11538,pierre-auguste-renoir,genre_painting,Impressionism
11539,john-singer-sargent,portrait,Realism
11540,nicholas-roerich,Unknown Genre,Symbolism
11541,boris-kustodiev,genre_painting,Art_Nouveau
11542,paul-cezanne,landscape,Cubism
11543,vincent-van-gogh,landscape,Post_Impressionism
11544,edgar-degas,genre_painting,Impressionism
11545,nicholas-roerich,landscape,Symbolism
11546,ivan-shishkin,landscape,Realism
11547,raphael-kirchner,Unknown Genre,Art_Nouveau
11548,marc-chagall,genre_painting,Expressionism
11549,edgar-degas,genre_painting,Impressionism
11550,nicholas-roerich,Unknown Genre,Art_Nouveau
11551,eugene-boudin,genre_painting,Impressionism
11552,marc-chagall,Unknown Genre,Naive_Art_Primitivism
11553,vincent-van-gogh,sketch_and_study,Realism
11554,martiros-saryan,landscape,Expressionism
11555,vincent-van-gogh,landscape,Realism
11556,gustave-dore,illustration,Romanticism
11557,pyotr-konchalovsky,portrait,Expressionism
11558,ivan-aivazovsky,Unknown Genre,Romanticism
11559,pierre-auguste-renoir,landscape,Impressionism
11560,eugene-boudin,landscape,Impressionism
11561,marc-chagall,illustration,Naive_Art_Primitivism
11562,martiros-saryan,genre_painting,Expressionism
11563,paul-cezanne,landscape,Post_Impressionism
11564,martiros-saryan,landscape,Expressionism
11565,gustave-dore,illustration,Romanticism
11566,salvador-dali,Unknown Genre,Abstract_Expressionism
11567,eugene-boudin,Unknown Genre,Impressionism
11568,pyotr-konchalovsky,Unknown Genre,Realism
11569,marc-chagall,religious_painting,Naive_Art_Primitivism
11570,pyotr-konchalovsky,still_life,Cubism
11571,pierre-auguste-renoir,Unknown Genre,Impressionism
11572,john-singer-sargent,landscape,Impressionism
11573,nicholas-roerich,sketch_and_study,Symbolism
11574,nicholas-roerich,landscape,Symbolism
11575,claude-monet,landscape,Impressionism
11576,nicholas-roerich,landscape,Symbolism
11577,camille-pissarro,genre_painting,Impressionism
11578,albrecht-durer,religious_painting,Northern_Renaissance
11579,john-singer-sargent,portrait,Realism
11580,albrecht-durer,religious_painting,Northern_Renaissance
11581,rembrandt,nude_painting,Baroque
11582,pierre-auguste-renoir,portrait,Impressionism
11583,nicholas-roerich,Unknown Genre,Symbolism
11584,salvador-dali,Unknown Genre,Expressionism
11585,pierre-auguste-renoir,portrait,Impressionism
11586,claude-monet,landscape,Impressionism
11587,paul-cezanne,Unknown Genre,Post_Impressionism
11588,paul-cezanne,landscape,Cubism
11589,vincent-van-gogh,sketch_and_study,Realism
11590,pyotr-konchalovsky,portrait,Realism
11591,nicholas-roerich,cityscape,Art_Nouveau
11592,camille-pissarro,landscape,Impressionism
11593,ivan-aivazovsky,cityscape,Romanticism
11594,ilya-repin,portrait,Realism
11595,raphael-kirchner,genre_painting,Art_Nouveau
11596,pierre-auguste-renoir,Unknown Genre,Impressionism
11597,vincent-van-gogh,landscape,Post_Impressionism
11598,ivan-aivazovsky,landscape,Romanticism
11599,childe-hassam,landscape,Impressionism
11600,albrecht-durer,religious_painting,Northern_Renaissance
11601,pierre-auguste-renoir,sketch_and_study,Impressionism
11602,ivan-aivazovsky,landscape,Romanticism
11603,claude-monet,landscape,Impressionism
11604,salvador-dali,genre_painting,Symbolism
11605,claude-monet,cityscape,Impressionism
11606,vincent-van-gogh,landscape,Post_Impressionism
11607,pierre-auguste-renoir,still_life,Impressionism
11608,boris-kustodiev,portrait,Realism
11609,rembrandt,portrait,Baroque
11610,childe-hassam,genre_painting,Impressionism
11611,rembrandt,religious_painting,Baroque
11612,raphael-kirchner,nude_painting,Art_Nouveau
11613,eugene-boudin,Unknown Genre,Impressionism
11614,vincent-van-gogh,genre_painting,Realism
11615,rembrandt,sketch_and_study,Baroque
11616,vincent-van-gogh,landscape,Post_Impressionism
11617,vincent-van-gogh,sketch_and_study,Realism
11618,claude-monet,landscape,Impressionism
11619,marc-chagall,illustration,Naive_Art_Primitivism
11620,nicholas-roerich,cityscape,Symbolism
11621,raphael-kirchner,Unknown Genre,Art_Nouveau
11622,pyotr-konchalovsky,landscape,Post_Impressionism
11623,childe-hassam,cityscape,Impressionism
11624,boris-kustodiev,portrait,Art_Nouveau
11625,ilya-repin,sketch_and_study,Realism
11626,childe-hassam,landscape,Impressionism
11627,boris-kustodiev,illustration,Realism
11628,camille-pissarro,landscape,Impressionism
11629,martiros-saryan,Unknown Genre,Post_Impressionism
11630,vincent-van-gogh,cityscape,Post_Impressionism
11631,salvador-dali,portrait,Cubism
11632,ivan-aivazovsky,cityscape,Romanticism
11633,vincent-van-gogh,sketch_and_study,Post_Impressionism
11634,eugene-boudin,landscape,Impressionism
11635,nicholas-roerich,Unknown Genre,Symbolism
11636,boris-kustodiev,portrait,Realism
11637,vincent-van-gogh,sketch_and_study,Realism
11638,pierre-auguste-renoir,genre_painting,Impressionism
11639,claude-monet,cityscape,Impressionism
11640,salvador-dali,religious_painting,Symbolism
11641,vincent-van-gogh,landscape,Post_Impressionism
11642,vincent-van-gogh,portrait,Realism
11643,vincent-van-gogh,sketch_and_study,Post_Impressionism
11644,paul-cezanne,portrait,Romanticism
11645,rembrandt,portrait,Baroque
11646,nicholas-roerich,Unknown Genre,Symbolism
11647,albrecht-durer,genre_painting,Northern_Renaissance
11648,pierre-auguste-renoir,landscape,Impressionism
11649,vincent-van-gogh,sketch_and_study,Post_Impressionism
11650,eugene-boudin,landscape,Impressionism
11651,eugene-boudin,sketch_and_study,Impressionism
11652,pyotr-konchalovsky,landscape,Cubism
11653,vincent-van-gogh,portrait,Realism
11654,childe-hassam,genre_painting,Impressionism
11655,nicholas-roerich,landscape,Symbolism
11656,boris-kustodiev,Unknown Genre,Realism
11657,edgar-degas,sketch_and_study,Impressionism
11658,paul-cezanne,landscape,Impressionism
11659,pablo-picasso,genre_painting,Impressionism
11660,edgar-degas,nude_painting,Impressionism
11661,Unknown Artist,Unknown Genre,Northern_Renaissance
11662,pierre-auguste-renoir,nude_painting,Impressionism
11663,camille-pissarro,genre_painting,Impressionism
11664,nicholas-roerich,Unknown Genre,Art_Nouveau
11665,pierre-auguste-renoir,cityscape,Impressionism
11666,ivan-shishkin,sketch_and_study,Realism
11667,boris-kustodiev,genre_painting,Realism
11668,salvador-dali,religious_painting,Symbolism
11669,pablo-picasso,cityscape,Cubism
11670,claude-monet,landscape,Impressionism
11671,john-singer-sargent,portrait,Realism
11672,eugene-boudin,genre_painting,Impressionism
11673,vincent-van-gogh,sketch_and_study,Realism
11674,salvador-dali,portrait,Expressionism
11675,nicholas-roerich,sketch_and_study,Art_Nouveau
11676,ivan-shishkin,sketch_and_study,Realism
11677,salvador-dali,portrait,Expressionism
11678,ilya-repin,portrait,Realism
11679,claude-monet,landscape,Impressionism
11680,vincent-van-gogh,landscape,Post_Impressionism
11681,eugene-boudin,genre_painting,Impressionism
11682,pierre-auguste-renoir,landscape,Impressionism
11683,nicholas-roerich,landscape,Art_Nouveau
11684,childe-hassam,cityscape,Impressionism
11685,camille-pissarro,landscape,Realism
11686,eugene-boudin,landscape,Impressionism
11687,nicholas-roerich,religious_painting,Art_Nouveau
11688,vincent-van-gogh,sketch_and_study,Realism
11689,nicholas-roerich,landscape,Symbolism
11690,childe-hassam,landscape,Impressionism
11691,nicholas-roerich,Unknown Genre,Art_Nouveau
11692,pierre-auguste-renoir,landscape,Impressionism
11693,nicholas-roerich,landscape,Symbolism
11694,marc-chagall,illustration,Naive_Art_Primitivism
11695,raphael-kirchner,genre_painting,Art_Nouveau
11696,camille-pissarro,cityscape,Impressionism
11697,marc-chagall,Unknown Genre,Cubism
11698,pyotr-konchalovsky,landscape,Realism
11699,vincent-van-gogh,sketch_and_study,Post_Impressionism
11700,nicholas-roerich,landscape,Symbolism
11701,ilya-repin,portrait,Realism
11702,pablo-picasso,nude_painting,Realism
11703,salvador-dali,portrait,Expressionism
11704,salvador-dali,Unknown Genre,Expressionism
11705,pablo-picasso,still_life,Analytical_Cubism
11706,childe-hassam,cityscape,Impressionism
11707,ivan-aivazovsky,Unknown Genre,Romanticism
11708,claude-monet,landscape,Impressionism
11709,edgar-degas,nude_painting,Impressionism
11710,john-singer-sargent,landscape,Realism
11711,john-singer-sargent,portrait,Realism
11712,edgar-degas,genre_painting,Impressionism
11713,vincent-van-gogh,sketch_and_study,Post_Impressionism
11714,rembrandt,portrait,Baroque
11715,camille-pissarro,genre_painting,Impressionism
11716,nicholas-roerich,Unknown Genre,Art_Nouveau
11717,nicholas-roerich,landscape,Symbolism
11718,Unknown Artist,Unknown Genre,Northern_Renaissance
11719,john-singer-sargent,landscape,Realism
11720,vincent-van-gogh,portrait,Realism
11721,marc-chagall,religious_painting,Naive_Art_Primitivism
11722,rembrandt,genre_painting,Baroque
11723,boris-kustodiev,genre_painting,Impressionism
11724,eugene-boudin,cityscape,Impressionism
11725,paul-cezanne,landscape,Post_Impressionism
11726,marc-chagall,genre_painting,Naive_Art_Primitivism
11727,edgar-degas,sketch_and_study,Impressionism
11728,Unknown Artist,Unknown Genre,Northern_Renaissance
11729,ivan-shishkin,landscape,Realism
11730,vincent-van-gogh,landscape,Post_Impressionism
11731,ilya-repin,Unknown Genre,Realism
11732,raphael-kirchner,Unknown Genre,Art_Nouveau
11733,marc-chagall,religious_painting,Naive_Art_Primitivism
11734,camille-pissarro,cityscape,Impressionism
11735,ivan-shishkin,landscape,Realism
11736,boris-kustodiev,sketch_and_study,Realism
11737,paul-cezanne,landscape,Impressionism
11738,salvador-dali,landscape,Realism
11739,rembrandt,portrait,Baroque
11740,pierre-auguste-renoir,portrait,Impressionism
11741,nicholas-roerich,Unknown Genre,Art_Nouveau
11742,marc-chagall,Unknown Genre,Cubism
11743,vincent-van-gogh,landscape,Realism
11744,marc-chagall,religious_painting,Naive_Art_Primitivism
11745,pyotr-konchalovsky,portrait,Realism
11746,claude-monet,landscape,Impressionism
11747,gustave-dore,illustration,Romanticism
11748,pierre-auguste-renoir,portrait,Impressionism
11749,rembrandt,illustration,Baroque
11750,albrecht-durer,religious_painting,Northern_Renaissance
11751,vincent-van-gogh,genre_painting,Realism
11752,martiros-saryan,sketch_and_study,Expressionism
11753,rembrandt,religious_painting,Baroque
11754,albrecht-durer,religious_painting,Northern_Renaissance
11755,claude-monet,landscape,Impressionism
11756,gustave-dore,religious_painting,Romanticism
11757,paul-cezanne,still_life,Post_Impressionism
11758,ivan-shishkin,landscape,Realism
11759,paul-cezanne,cityscape,Post_Impressionism
11760,ilya-repin,portrait,Realism
11761,edgar-degas,nude_painting,Impressionism
11762,marc-chagall,religious_painting,Naive_Art_Primitivism
11763,pablo-picasso,Unknown Genre,Expressionism
11764,vincent-van-gogh,genre_painting,Realism
11765,ilya-repin,portrait,Realism
11766,ivan-shishkin,genre_painting,Realism
11767,claude-monet,landscape,Impressionism
11768,claude-monet,still_life,Impressionism
11769,claude-monet,landscape,Impressionism
11770,rembrandt,portrait,Baroque
11771,vincent-van-gogh,landscape,Post_Impressionism
11772,rembrandt,religious_painting,Baroque
11773,edgar-degas,portrait,Impressionism
11774,nicholas-roerich,genre_painting,Symbolism
11775,pyotr-konchalovsky,still_life,Realism
11776,pierre-auguste-renoir,nude_painting,Impressionism
11777,vincent-van-gogh,genre_painting,Realism
11778,camille-pissarro,portrait,Impressionism
11779,marc-chagall,religious_painting,Naive_Art_Primitivism
11780,albrecht-durer,religious_painting,Northern_Renaissance
11781,pyotr-konchalovsky,Unknown Genre,Post_Impressionism
11782,nicholas-roerich,genre_painting,Symbolism
11783,martiros-saryan,portrait,Expressionism
11784,pablo-picasso,landscape,Cubism
11785,vincent-van-gogh,still_life,Post_Impressionism
11786,Unknown Artist,Unknown Genre,Northern_Renaissance
11787,edgar-degas,nude_painting,Impressionism
11788,ivan-shishkin,landscape,Realism
11789,vincent-van-gogh,sketch_and_study,Post_Impressionism
11790,paul-cezanne,Unknown Genre,Post_Impressionism
11791,rembrandt,sketch_and_study,Baroque
11792,ivan-aivazovsky,landscape,Romanticism
11793,pyotr-konchalovsky,landscape,Realism
11794,childe-hassam,cityscape,Impressionism
11795,raphael-kirchner,Unknown Genre,Art_Nouveau
11796,rembrandt,religious_painting,Baroque
11797,pierre-auguste-renoir,portrait,Impressionism
11798,martiros-saryan,Unknown Genre,Realism
11799,pyotr-konchalovsky,still_life,Post_Impressionism
11800,albrecht-durer,genre_painting,Northern_Renaissance
11801,rembrandt,portrait,Baroque
11802,john-singer-sargent,genre_painting,Impressionism
11803,camille-pissarro,genre_painting,Impressionism
11804,gustave-dore,illustration,Romanticism
11805,raphael-kirchner,Unknown Genre,Art_Nouveau
11806,vincent-van-gogh,landscape,Realism
11807,edgar-degas,genre_painting,Impressionism
11808,claude-monet,landscape,Impressionism
11809,pablo-picasso,genre_painting,Cubism
11810,claude-monet,landscape,Impressionism
11811,salvador-dali,landscape,Impressionism
11812,marc-chagall,religious_painting,Naive_Art_Primitivism
11813,eugene-boudin,Unknown Genre,Impressionism
11814,vincent-van-gogh,sketch_and_study,Realism
11815,gustave-dore,illustration,Romanticism
11816,claude-monet,cityscape,Impressionism
11817,rembrandt,sketch_and_study,Baroque
11818,eugene-boudin,genre_painting,Impressionism
11819,nicholas-roerich,sketch_and_study,Symbolism
11820,vincent-van-gogh,cityscape,Post_Impressionism
11821,pierre-auguste-renoir,landscape,Impressionism
11822,salvador-dali,nude_painting,Expressionism
11823,ivan-aivazovsky,landscape,Romanticism
11824,nicholas-roerich,landscape,Realism
11825,ivan-shishkin,landscape,Realism
11826,vincent-van-gogh,cityscape,Post_Impressionism
11827,pyotr-konchalovsky,landscape,Post_Impressionism
11828,marc-chagall,religious_painting,Naive_Art_Primitivism
11829,pierre-auguste-renoir,genre_painting,Impressionism
11830,nicholas-roerich,genre_painting,Symbolism
11831,claude-monet,landscape,Impressionism
11832,claude-monet,cityscape,Impressionism
11833,pablo-picasso,still_life,Cubism
11834,vincent-van-gogh,sketch_and_study,Realism
11835,eugene-boudin,Unknown Genre,Impressionism
11836,edgar-degas,genre_painting,Impressionism
11837,ivan-aivazovsky,Unknown Genre,Romanticism
11838,raphael-kirchner,Unknown Genre,Art_Nouveau
11839,camille-pissarro,landscape,Impressionism
11840,gustave-dore,illustration,Romanticism
11841,albrecht-durer,sketch_and_study,Northern_Renaissance
11842,salvador-dali,religious_painting,Symbolism
11843,pierre-auguste-renoir,landscape,Impressionism
11844,john-singer-sargent,portrait,Impressionism
11845,martiros-saryan,illustration,Expressionism
11846,ilya-repin,portrait,Realism
11847,pyotr-konchalovsky,landscape,Realism
11848,vincent-van-gogh,genre_painting,Realism
11849,gustave-dore,illustration,Romanticism
11850,claude-monet,landscape,Impressionism
11851,pyotr-konchalovsky,Unknown Genre,Post_Impressionism
11852,pablo-picasso,portrait,Expressionism
11853,camille-pissarro,genre_painting,Impressionism
11854,pyotr-konchalovsky,cityscape,Post_Impressionism
11855,pierre-auguste-renoir,genre_painting,Impressionism
11856,john-singer-sargent,portrait,Realism
11857,eugene-boudin,cityscape,Impressionism
11858,vincent-van-gogh,landscape,Post_Impressionism
11859,claude-monet,Unknown Genre,Impressionism
11860,john-singer-sargent,genre_painting,Impressionism
11861,nicholas-roerich,landscape,Symbolism
11862,salvador-dali,landscape,Symbolism
11863,pyotr-konchalovsky,landscape,Realism
11864,gustave-dore,illustration,Romanticism
11865,pyotr-konchalovsky,landscape,Realism
11866,eugene-boudin,Unknown Genre,Impressionism
11867,john-singer-sargent,portrait,Realism
11868,camille-pissarro,landscape,Realism
11869,eugene-boudin,landscape,Impressionism
11870,gustave-dore,illustration,Romanticism
11871,edgar-degas,nude_painting,Impressionism
11872,vincent-van-gogh,genre_painting,Post_Impressionism
11873,pablo-picasso,genre_painting,Post_Impressionism
11874,vincent-van-gogh,Unknown Genre,Realism
11875,edgar-degas,genre_painting,Impressionism
11876,gustave-dore,illustration,Romanticism
11877,claude-monet,landscape,Impressionism
11878,ivan-shishkin,landscape,Realism
11879,rembrandt,sketch_and_study,Baroque
11880,eugene-boudin,cityscape,Impressionism
11881,boris-kustodiev,genre_painting,Realism
11882,salvador-dali,Unknown Genre,Expressionism
11883,pyotr-konchalovsky,still_life,Post_Impressionism
11884,nicholas-roerich,Unknown Genre,Symbolism
11885,nicholas-roerich,landscape,Symbolism
11886,claude-monet,landscape,Impressionism
11887,martiros-saryan,Unknown Genre,Expressionism
11888,ivan-shishkin,sketch_and_study,Realism
11889,vincent-van-gogh,sketch_and_study,Realism
11890,pyotr-konchalovsky,still_life,Fauvism
11891,ivan-aivazovsky,landscape,Romanticism
11892,claude-monet,cityscape,Impressionism
11893,gustave-dore,illustration,Romanticism
11894,paul-cezanne,genre_painting,Impressionism
11895,marc-chagall,religious_painting,Naive_Art_Primitivism
11896,Unknown Artist,Unknown Genre,Northern_Renaissance
11897,rembrandt,landscape,Baroque
11898,claude-monet,Unknown Genre,Impressionism
11899,edgar-degas,genre_painting,Impressionism
11900,pyotr-konchalovsky,Unknown Genre,Expressionism
11901,nicholas-roerich,Unknown Genre,Symbolism
11902,john-singer-sargent,landscape,Realism
11903,ilya-repin,genre_painting,Realism
11904,eugene-boudin,landscape,Impressionism
11905,salvador-dali,landscape,Impressionism
11906,gustave-dore,religious_painting,Romanticism
11907,camille-pissarro,portrait,Impressionism
11908,camille-pissarro,sketch_and_study,Pointillism
11909,ivan-aivazovsky,cityscape,Romanticism
11910,vincent-van-gogh,sketch_and_study,Realism
11911,nicholas-roerich,Unknown Genre,Art_Nouveau
11912,pierre-auguste-renoir,portrait,Impressionism
11913,ivan-shishkin,sketch_and_study,Realism
11914,john-singer-sargent,portrait,Realism
11915,gustave-dore,religious_painting,Romanticism
11916,rembrandt,portrait,Baroque
11917,gustave-dore,illustration,Romanticism
11918,claude-monet,cityscape,Impressionism
11919,nicholas-roerich,landscape,Symbolism
11920,camille-pissarro,portrait,Pointillism
11921,pablo-picasso,genre_painting,Expressionism
11922,edgar-degas,portrait,Impressionism
11923,nicholas-roerich,cityscape,Symbolism
11924,rembrandt,landscape,Baroque
11925,martiros-saryan,still_life,Realism
11926,martiros-saryan,landscape,Expressionism
11927,martiros-saryan,portrait,Expressionism
11928,vincent-van-gogh,sketch_and_study,Realism
11929,edgar-degas,sketch_and_study,Impressionism
11930,pyotr-konchalovsky,cityscape,Fauvism
11931,claude-monet,landscape,Impressionism
11932,nicholas-roerich,landscape,Symbolism
11933,pyotr-konchalovsky,genre_painting,Expressionism
11934,claude-monet,landscape,Impressionism
11935,nicholas-roerich,landscape,Symbolism
11936,Unknown Artist,Unknown Genre,Northern_Renaissance
11937,ivan-shishkin,landscape,Realism
11938,eugene-boudin,genre_painting,Impressionism
11939,ivan-aivazovsky,landscape,Romanticism
11940,raphael-kirchner,genre_painting,Art_Nouveau
11941,claude-monet,cityscape,Impressionism
11942,nicholas-roerich,Unknown Genre,Symbolism
11943,nicholas-roerich,still_life,Realism
11944,ivan-aivazovsky,landscape,Romanticism
11945,vincent-van-gogh,genre_painting,Post_Impressionism
11946,nicholas-roerich,landscape,Symbolism
11947,rembrandt,portrait,Baroque
11948,pyotr-konchalovsky,portrait,Cubism
11949,gustave-dore,religious_painting,Romanticism
11950,pablo-picasso,Unknown Genre,Expressionism
11951,camille-pissarro,landscape,Impressionism
11952,camille-pissarro,cityscape,Impressionism
11953,vincent-van-gogh,landscape,Post_Impressionism
11954,ivan-aivazovsky,Unknown Genre,Romanticism
11955,albrecht-durer,religious_painting,Northern_Renaissance
11956,nicholas-roerich,landscape,Symbolism
11957,vincent-van-gogh,sketch_and_study,Post_Impressionism
11958,vincent-van-gogh,sketch_and_study,Post_Impressionism
11959,childe-hassam,genre_painting,Impressionism
11960,pablo-picasso,still_life,Cubism
11961,camille-pissarro,landscape,Impressionism
11962,raphael-kirchner,Unknown Genre,Art_Nouveau
11963,rembrandt,portrait,Baroque
11964,pierre-auguste-renoir,Unknown Genre,Impressionism
11965,john-singer-sargent,Unknown Genre,Impressionism
11966,childe-hassam,landscape,Impressionism
11967,vincent-van-gogh,landscape,Post_Impressionism
11968,albrecht-durer,sketch_and_study,Northern_Renaissance
11969,pablo-picasso,genre_painting,Cubism
11970,pierre-auguste-renoir,landscape,Impressionism
11971,pyotr-konchalovsky,portrait,Realism
11972,camille-pissarro,landscape,Impressionism
11973,camille-pissarro,sketch_and_study,Impressionism
11974,ivan-shishkin,sketch_and_study,Realism
11975,childe-hassam,genre_painting,Impressionism
11976,vincent-van-gogh,sketch_and_study,Realism
11977,childe-hassam,genre_painting,Impressionism
11978,childe-hassam,landscape,Impressionism
11979,vincent-van-gogh,portrait,Realism
11980,marc-chagall,religious_painting,Naive_Art_Primitivism
11981,eugene-boudin,landscape,Impressionism
11982,camille-pissarro,portrait,Impressionism
11983,marc-chagall,religious_painting,Naive_Art_Primitivism
11984,camille-pissarro,cityscape,Impressionism
11985,ivan-shishkin,sketch_and_study,Realism
11986,rembrandt,portrait,Baroque
11987,ivan-aivazovsky,landscape,Romanticism
11988,gustave-dore,Unknown Genre,Romanticism
11989,claude-monet,landscape,Impressionism
11990,rembrandt,landscape,Baroque
11991,camille-pissarro,genre_painting,Impressionism
11992,john-singer-sargent,portrait,Realism
11993,ilya-repin,portrait,Realism
11994,gustave-dore,illustration,Romanticism
11995,martiros-saryan,Unknown Genre,Symbolism
11996,pierre-auguste-renoir,Unknown Genre,Impressionism
11997,childe-hassam,landscape,Impressionism
11998,albrecht-durer,religious_painting,Northern_Renaissance
11999,ivan-shishkin,landscape,Realism
12000,pyotr-konchalovsky,sketch_and_study,Expressionism
12001,nicholas-roerich,landscape,Symbolism
12002,camille-pissarro,cityscape,Impressionism
12003,john-singer-sargent,portrait,Realism
12004,boris-kustodiev,portrait,Realism
12005,vincent-van-gogh,sketch_and_study,Post_Impressionism
12006,eugene-boudin,landscape,Impressionism
12007,camille-pissarro,cityscape,Impressionism
12008,gustave-dore,religious_painting,Romanticism
12009,childe-hassam,landscape,Impressionism
12010,rembrandt,sketch_and_study,Baroque
12011,nicholas-roerich,landscape,Symbolism
12012,nicholas-roerich,landscape,Symbolism
12013,claude-monet,portrait,Impressionism
12014,martiros-saryan,Unknown Genre,Realism
12015,raphael-kirchner,portrait,Art_Nouveau
12016,claude-monet,landscape,Impressionism
12017,ilya-repin,portrait,Realism
12018,nicholas-roerich,Unknown Genre,Art_Nouveau
12019,marc-chagall,religious_painting,Naive_Art_Primitivism
12020,nicholas-roerich,landscape,Symbolism
12021,salvador-dali,landscape,Post_Impressionism
12022,pyotr-konchalovsky,still_life,Realism
12023,edgar-degas,genre_painting,Impressionism
12024,boris-kustodiev,cityscape,Art_Nouveau
12025,pierre-auguste-renoir,landscape,Impressionism
12026,albrecht-durer,religious_painting,Northern_Renaissance
12027,martiros-saryan,portrait,Expressionism
12028,gustave-dore,Unknown Genre,Romanticism
12029,vincent-van-gogh,sketch_and_study,Post_Impressionism
12030,marc-chagall,cityscape,Cubism
12031,martiros-saryan,Unknown Genre,Realism
12032,nicholas-roerich,Unknown Genre,Symbolism
12033,pierre-auguste-renoir,cityscape,Impressionism
12034,claude-monet,landscape,Impressionism
12035,pierre-auguste-renoir,genre_painting,Impressionism
12036,pyotr-konchalovsky,landscape,Post_Impressionism
12037,ivan-shishkin,landscape,Realism
12038,vincent-van-gogh,landscape,Realism
12039,gustave-dore,illustration,Romanticism
12040,pierre-auguste-renoir,genre_painting,Impressionism
12041,nicholas-roerich,religious_painting,Symbolism
12042,paul-cezanne,still_life,Post_Impressionism
12043,paul-cezanne,landscape,Post_Impressionism
12044,gustave-dore,religious_painting,Romanticism
12045,pierre-auguste-renoir,portrait,Impressionism
12046,boris-kustodiev,Unknown Genre,Art_Nouveau
12047,childe-hassam,genre_painting,Impressionism
12048,vincent-van-gogh,sketch_and_study,Post_Impressionism
12049,raphael-kirchner,nude_painting,Art_Nouveau
12050,camille-pissarro,portrait,Pointillism
12051,albrecht-durer,religious_painting,Northern_Renaissance
12052,salvador-dali,sketch_and_study,Realism
12053,childe-hassam,Unknown Genre,Impressionism
